coffee_name,total_score,roast_level,agtron_ground,agtron_roast,price_per_100g,roaster_country,origin_country
Ethiopia Suke Quto Honey,95,Medium Light,52,70,5.81,USA,Ethiopia
Kenya FSC AB,94,Medium,50,67,1.0,Taiwan,Kenya
Ceri Ceri Meriah Coffee,94,Medium Light,54,72,60.0,Indonesia,Indonesia
Alamendah Patuha Coffee,94,Medium,50,66,60.0,Indonesia,Indonesia
Holiday Blend,94,Medium Light,54,74,8.0,China,Ethiopia
2019 Celebration,94,Medium,47,67,5.51,USA,Guatemala
Kenya Kiandu Peaberry,95,Medium Light,56,74,285.0,Taiwan,Kenya
Sumatra Raja Harimau Lintong Espresso,96,Medium,44,61,121.25,Taiwan,Indonesia
Panama Esmeralda Geisha Portón Oro Yeast,94,Medium Light,59,77,41.12,USA,Panama
Kenya Kiambu Peaberry Uklili 1904 Lot,94,Medium,50,68,132.28,Taiwan,Kenya
Kenya Kiambu AB Uklili 1903 Lot,94,Medium Light,52,70,132.28,Taiwan,Kenya
Ethiopia Natural Yirgacheffe Blue Donkey Lot #2,94,Medium Light,56,78,132.28,Taiwan,Ethiopia
Ethiopia Nansebo Worka,95,Medium Light,56,74,6.17,USA,Ethiopia
Panama Elida Geisha Natural 1029,97,Medium Light,54,74,555.56,USA,Panama
Port of Mokha Yemen JSP,97,Medium,44,58,60.0,China,Yemen
Panama Elida Natural Catuai,95,Medium Light,58,78,6.45,USA,Panama
Cate Natural G5,95,Medium Light,52,70,100.0,Taiwan,Ethiopia
Harimau Tiger Sumatra,96,Medium Light,52,70,5.06,USA,Indonesia
Gachami Kenya,94,Medium Light,56,72,5.64,USA,Kenya
Ethiopia Natural “Phoenix”,95,Medium,44,60,0.44,Taiwan,Ethiopia
Costa Rica SL-28 Yellow Honey Espresso,95,Medium Dark,38,46,0.44,Taiwan,Costa Rica
Washed Geisha Hacienda La Esmeralda Jaramillo Special,97,Medium Light,56,76,110.23,USA,Panama
Panama Perci Geisha Natural,96,Medium Light,52,72,26.46,USA,Panama
Elida Estate Geisha Green-Tip Natural,98,Medium Light,54,78,476.19,USA,Panama
Washed Kenya,95,Medium,47,67,244.44,Taiwan,Kenya
Panama Hacienda La Esmeralda Super Mario Geisha,96,Medium Light,54,78,100.0,Australia,Panama
Kenya Gakundu FCS Kamviu Wet Mill,94,Medium Light,56,78,6.17,Canada,Kenya
Rukira Kenya,94,Medium Light,58,80,6.0,USA,Kenya
Gesha Village Lot #85 Natural,95,Medium Light,54,72,17.61,USA,Ethiopia
Ethiopia Natural Yirgacheffe Banko Gotiti,94,Medium Light,52,70,143.3,Taiwan,Ethiopia
Indonesia Sumatra Gayo Espresso,94,Dark,36,44,264.56,Taiwan,Indonesia
Ethiopia Limu Nano Challa Lot #10,94,Medium Light,54,74,5.73,USA,Ethiopia
Best of Panama GNEP-01 Elida Geisha Green Tip Natural,97,Medium Light,55,73,188.88,USA,Panama
Geisha XO,96,Medium,54,62,26.46,USA,Colombia
Colombia Finca La Maria Geisha Natural,96,Medium Light,57,74,32.3,USA,Colombia
Panama Finca Kalithea Natural Geisha,96,Medium Light,55,79,661.38,Taiwan,Panama
Panama Hacienda La Esmeralda Super Mario 6 Geisha,95,Medium Light,51,71,26.46,USA,Panama
Panama Geisha Alto Jaramillo,94,Medium Light,53,71,35.27,USA,Panama
Colombia Laderas del Tapias Estate Natural Geisha,94,Medium Light,52,70,586.96,Taiwan,Colombia
Gesha Village Natural Lot #19,94,Medium Light,58,80,1200.0,Taiwan,Ethiopia
Gesha Village 1931 Lot 27,94,Medium Light,60,78,22.05,USA,Ethiopia
Ethiopia Sidamo Gora Kone,94,Medium Light,59,72,5.59,USA,Ethiopia
Kebele Village Espresso,94,Medium Light,52,70,5.03,USA,Ethiopia
Panama Finca San Sebastian,94,Medium Light,53,71,3.53,USA,Panama
Yirgacheffe Gedeb G1 Natural,94,Light,62,83,154.32,Taiwan,Ethiopia
Kenya Kiambu Uklili AA,95,Medium,52,68,154.32,Taiwan,Kenya
Ethiopia Guji Shakisso Natural Lot 24,94,Medium Light,53,71,114.64,Taiwan,Ethiopia
Ethiopia Washed Yirgacheffe Nafasha Lot,94,Medium Light,55,77,121.25,Taiwan,Ethiopia
El Salvador,94,Medium,47,59,8.66,China,El Salvador
Ethiopia Kayon Mountain Natural,94,Medium,50,70,6.17,USA,Ethiopia
Ethiopia Natural Yirgacheffe Blue Donkey Lot,94,Medium Light,57,75,132.28,Taiwan,Ethiopia
Geisha Village Auction Lot #11,94,Medium Light,52,75,22.71,USA,Ethiopia
Ethiopia Yirgacheffe Chelelektu Natural,96,Medium Light,58,82,5.29,USA,Ethiopia
Kenya Kimaruri,94,Medium Light,54,72,6.76,USA,Kenya
Kenya Handege,94,Medium,53,65,5.59,USA,Kenya
Colombia Valle del Cauca Cerro Azul Geisha,96,Medium,48,67,16.67,USA,Colombia
Green-Tip Geisha,94,Medium Light,56,78,15.43,Mexico,Mexico
Barichu Double,94,Medium Light,53,75,11.76,USA,Kenya
Rukera Kenya,97,Medium Light,54,78,6.23,USA,Kenya
Rukera Espresso,97,Medium Light,54,78,6.23,USA,Kenya
The Core Espresso,94,Medium,45,67,5.07,USA,Unknown
Espresso Mandarina,94,Medium,46,68,4.98,USA,Ethiopia
SOB Espresso,94,Medium,46,68,5.57,USA,Colombia
Ethiopia Gedeb Worka Sakaro,95,Medium Light,60,78,293.33,Taiwan,Ethiopia
La Belleza Colombia,94,Medium Light,57,79,5.73,USA,Colombia
Colombia Pink Bourbon,94,Medium Light,56,74,7.33,USA,Colombia
Crystalina,94,Medium Light,60,78,5.88,USA,Colombia
Kenya Kiambu Gititu AA,94,Medium Light,55,75,158.73,Taiwan,Kenya
Ninety Plus Gesha Estates JBC Custom Lot #252,94,Medium Light,55,74,43.65,USA,Panama
La Palma Y El Tucan Hero Series Colombia Sidra Lot #190,96,Medium Light,57,83,26.46,USA,Colombia
Ka’u Champagne Natural,94,Light,58,84,17.59,USA,USA
Monarch Gesha,94,Medium Light,51,73,37.04,USA,Unknown
Australian Blend Espresso,95,Medium Light,51,73,9.5,China,Ethiopia
Colombia Tolima Monteverde Estate Natural Wush Wush,94,Medium,53,64,533.33,Taiwan,Colombia
Ethiopia Oromia Guji Washed,94,Medium Light,60,79,266.67,Taiwan,Ethiopia
Kenya Murang’a Githiga AA,94,Medium Light,53,75,5.95,Taiwan,Kenya
Ethiopia Sidama Shantewene,95,Medium Light,58,82,5.59,USA,Ethiopia
Gesha Rebecca Natural,95,Medium Light,58,80,154.32,Taiwan,Ethiopia
Café Granja La Esperanza Sudan Rume Natural,95,Medium,51,69,16.53,USA,Colombia
Boru Batak Sumatra,94,Medium Light,53,75,5.29,Canada,Indonesia
Sumatra Tano Batak,94,Medium Light,55,68,5.29,USA,Indonesia
Sumatra Lintong,95,Medium,51,68,5.0,USA,Indonesia
Ethiopia Natural Guji Hambela G1 Bishan Fugu,95,Medium Light,51,73,143.3,Taiwan,Ethiopia
Tanzania Tarime AB,94,Medium Light,56,80,5.0,USA,Tanzania
El Salvador Cerro Las Ranas Honey Espresso,94,Medium Light,50,74,79.37,Taiwan,El Salvador
Panama Baru Geisha Black,94,Medium Light,52,74,485.01,Taiwan,Panama
Flight Seasonal Espresso,94,Medium Light,54,78,5.29,USA,Ethiopia
Eaagads Estate Kenya,94,Medium Light,52,76,5.59,USA,Kenya
Ethiopia Guji,94,Medium Light,54,78,5.29,USA,Ethiopia
Ethiopia Yirgacheffe G1,94,Light,58,84,111.11,Taiwan,Ethiopia
Kenya Karindundu AA Small Lot Reserve,97,Medium Light,54,78,5.29,USA,Kenya
Rwanda Kanzu,94,Medium Light,55,77,7.05,USA,Rwanda
Ethiopia Kochere Natural,94,Medium Light,52,74,5.29,USA,Ethiopia
Kenya Thirikwa Single-Origin Espresso,94,Medium,42,64,6.47,USA,Kenya
Sumatra Tano Batak,95,Medium Light,54,76,6.17,USA,Indonesia
Rwanda Mushonyi Natural,94,Medium Light,54,78,8.8,USA,Rwanda
Ethiopia Hambela Natural Organic,94,Medium Light,52,76,4.41,USA,Ethiopia
Kenya AB,94,Medium,47,69,5.29,USA,Kenya
Tanzania Ngorongoro Ridge Peaberry,95,Medium Light,55,79,4.7,USA,Tanzania
100% Kona Bourbon Pointu Laurina,95,Medium Light,52,74,19.82,USA,USA
Ethiopia Haro Wachu,94,Medium Light,50,72,6.61,USA,Ethiopia
Banco Gotete Ethiopia,94,Medium Light,53,75,5.44,USA,Ethiopia
Kenya Ruthaka Peaberry,95,Medium,48,72,5.59,USA,Kenya
Honduras Las Flores Parainema,94,Medium Light,56,80,6.47,USA,Honduras
Kivu DR Congo,94,Medium Light,56,78,4.97,USA,Democratic Republic of the Congo
Panama Ninety Plus Perci Lot 50,97,Medium Light,50,74,26.46,USA,Panama
Colombia Sidra,94,Medium Light,58,80,6.61,Taiwan,Colombia
Colombia Geisha,94,Medium Light,53,77,7.61,USA,Colombia
Kenya Murunga New Gatanga FCS Mukurwe Factory AB,94,Medium Light,54,76,7.05,Taiwan,Kenya
Ethiopia WORKA,94,Medium Light,60,80,5.29,USA,Ethiopia
Ethiopia Banko Dhadhato Washed,94,Light,62,82,5.29,USA,Ethiopia
Kenya Karuthi AA,95,Medium Light,56,72,6.0,USA,Kenya
Kenya Nyeri Nudurutu Factory AB,94,Medium Light,57,79,132.28,Taiwan,Kenya
Ethiopia Kochere Washed Saona Lot,95,Medium Light,57,79,127.87,Taiwan,Ethiopia
Ethiopia Guji Natural Dasaya,94,Medium Light,57,79,132.28,Taiwan,Ethiopia
Holiday Sweet Blend,94,Medium Light,54,76,4.99,USA,Colombia
Colombia El Obraje Gesha,94,Medium Light,54,74,14.11,USA,Colombia
Flowery Nekisse,95,Medium Light,60,80,7.94,Taiwan,Ethiopia
Baru Gesha,96,Medium Light,55,75,12.0,USA,Panama
Camilina Geisha,94,Medium Light,54,78,19.84,USA,Panama
Mama Cata Geisha Washed,94,Medium Light,56,84,15.87,USA,Panama
Wei Rong Blend,94,Medium Light,55,72,132.28,Taiwan,Kenya
Kiunyu Peaberry,94,Medium Light,52,76,7.64,USA,Kenya
Kona Mocca®,96,Medium,46,64,19.82,USA,USA
Kibugu Kenya,95,Medium Light,54,74,5.86,USA,Kenya
Poseidon Blend Espresso,95,Medium Light,52,74,132.16,Taiwan,Unknown
Kenya Gikirima Kibugu,94,Medium Light,56,74,5.73,USA,Kenya
Elida Estate Geisha Natural Dragonfly Reserve,95,Medium Light,54,78,30.86,USA,Panama
Costa Rica Geisha Honey COE 2018 2nd Place,94,Medium Light,50,76,19.84,USA,Costa Rica
Guatemala Pacamara Natural,95,Medium Light,57,77,639.33,Taiwan,Guatemala
La Providencia Guatemala Maragogype,94,Medium Light,56,78,6.17,USA,Guatemala
Kenya Kabingara,94,Medium Light,58,80,5.86,USA,Kenya
Kenya Konyu,95,Medium Light,57,81,5.73,USA,Kenya
Hacienda La Esmeralda Cabana Geisha Natural,95,Medium Light,57,83,33.07,USA,Panama
Finca La Aurora Camilina Geisha,96,Medium Light,56,76,19.84,USA,Panama
Twenty Five,96,Medium Light,50,74,4.25,USA,Guatemala
Karimikui Kenya,94,Medium Light,55,75,5.73,USA,Kenya
Kenya Baragwi Thimu Peaberry,94,Medium Light,52,74,5.73,USA,Kenya
Kariru Kenya,94,Medium Light,56,75,5.73,USA,Kenya
Esmeralda Estate Porton Geisha Natural,96,Medium Light,56,84,33.07,USA,Panama
Kenya Kiambu,94,Medium Light,53,81,4.92,USA,Kenya
Ethiopia Washed Phoenix Special “Muse”,95,Medium Dark,40,48,308.65,Taiwan,Ethiopia
Kenya AB Phoenix Special “Glory”,94,Medium Dark,39,45,330.7,Taiwan,Kenya
Kenya Ritho FCS Handege Factory AB,96,Medium Light,53,81,165.34,Taiwan,Kenya
Ethiopia Yirgacheffe Botabaa Washed,95,Light,56,86,127.87,Taiwan,Ethiopia
Ethiopia Hambela Natural,94,Medium Light,56,82,5.29,USA,Ethiopia
Ethiopia Gera Limmu Oromia,94,Medium Light,58,82,5.14,USA,Ethiopia
Kenya Kabare Konyu,94,Medium Light,54,80,6.03,USA,Kenya
Alemu Bukato Espresso,95,Medium Light,56,80,5.51,USA,Ethiopia
Tarime Tanzania,95,Medium Light,58,82,4.34,USA,Tanzania
Berlina Geisha,96,Medium Light,56,84,11.76,USA,Panama
Gatugi Triple,95,Light,58,86,11.76,USA,Kenya
Ethiopia Yirgacheffe Natural Espresso,94,Medium Light,51,74,5.29,USA,Ethiopia
Ethiopia Yirgacheffe Natural,94,Medium Light,55,80,5.29,USA,Ethiopia
Guatemala Finca El General Lot ALT8 Espresso,94,Medium Light,52,74,121.25,Taiwan,Guatemala
Green Dolphin Blend Espresso,94,Medium Light,50,74,105.82,Taiwan,Unknown
Finca El Socorro Maracaturra,95,Medium Light,52,78,6.61,USA,Guatemala
Ethiopia Kochere Debo Washed Gellana,94,Medium Light,57,83,121.25,Taiwan,Ethiopia
Ethiopia Gotiti Natural,95,Medium,46,72,255.73,Taiwan,Ethiopia
Cream Tabby Espresso Blend,94,Medium Light,49,74,177.78,Taiwan,Kenya
Ethiopia Girma Eshetu,94,Medium Light,56,80,6.17,Canada,Ethiopia
Karimikui Espresso,94,Medium Light,51,73,5.73,USA,Kenya
Ethiospro Blend,94,Medium Light,54,73,5.22,USA,Ethiopia
Costa Rica Cumbres Del Poas “Perla Negra” Natural,94,Medium Light,59,79,5.29,USA,Costa Rica
Natural Sidamo Twakok G1,94,Light,59,85,114.64,Taiwan,Ethiopia
Yemen Haraaz,94,Medium Light,55,75,10.29,USA,Yemen
YCFCU Banko Gotiti Coop G1,95,Medium Dark,41,53,187.39,Taiwan,Ethiopia
Gesha Village Lot #25,95,Medium Light,52,75,661.38,Taiwan,Ethiopia
Costa Rica Perla Negra,95,Medium,50,65,4.98,USA,Costa Rica
Espresso 1849 Blend,94,Medium,50,70,5.29,USA,Ethiopia
Ethiopia Kayon Mountain,94,Light,60,88,5.58,USA,Ethiopia
Tano Batak Sumatra,94,Medium Light,58,75,5.44,USA,Indonesia
No. 7 Espresso Blend,95,Medium,47,69,198.41,Taiwan,Guatemala
Kenya Embu Uteuzi Jimbo,94,Medium Light,56,80,154.32,Taiwan,Kenya
DR Congo FTO Bourbon SOPACDI,94,Medium Light,50,74,5.29,USA,Democratic Republic of the Congo
Tarime Tanzania,95,Medium Light,56,80,5.64,USA,Tanzania
Kiniyota Espresso,95,Medium Light,54,78,5.17,USA,Unknown
El Obraje Geisha,95,Medium Light,52,78,15.43,USA,Colombia
Mandheling Onan Ganjang,94,Medium Light,55,77,121.25,Taiwan,Indonesia
Ethiopia Banko Gotiti Natural,94,Light,60,84,154.32,Taiwan,Ethiopia
Yemen Microlot,96,Light,58,84,33.07,USA,Yemen
Lycello by Ninety Plus,95,Medium Light,54,78,33.07,USA,Panama
Lotus by Ninety Plus,95,Medium Light,52,72,63.93,USA,Panama
Karen J Red Bourbon,94,Medium Light,58,80,20.26,USA,USA
Kenya Nyeri Gatugi Peaberry,94,Medium,45,75,5.28,USA,Kenya
Kenya Gura AA,94,Medium Light,56,78,202.82,Taiwan,Kenya
Sumatra Tano Batak,94,Medium Light,53,77,6.17,USA,Indonesia
Sumatra Tano Batak,94,Medium Light,55,77,5.0,USA,Indonesia
Yemen Port of Mokha Al-Durrar,94,Medium Light,50,76,26.9,USA,Yemen
Finca La Maria Geisha Natural,95,Medium Light,55,79,22.49,USA,Colombia
Ethiopia Guji Gigessa,94,Light,60,84,202.82,Taiwan,Ethiopia
Granja La Esperanza Sudan Rume Natural,95,Medium,50,70,16.53,USA,Colombia
Gedeb Espresso,94,Medium Light,51,74,5.51,USA,Ethiopia
Panama Baru Geisha Honey by Joseph,94,Medium Light,56,78,396.83,Taiwan,Panama
Panama Baru Geisha Natural by Joseph,94,Medium Light,58,80,418.87,Taiwan,Panama
Burundi Buhorwa,94,Medium Light,54,78,4.41,USA,Burundi
Dodora Double,96,Light,60,84,8.77,USA,Ethiopia
Summer Night Blend Espresso,94,Medium Light,58,82,110.23,Taiwan,Ethiopia
Kenya Kirinyaga,94,Light,65,91,4.41,USA,Kenya
Sumatra Mutu Batak,94,Medium,49,71,4.39,USA,Indonesia
Three Queens Blend,94,Medium Light,52,73,4.11,USA,Kenya
Kiniyota Burundi,95,Medium Light,52,78,5.17,USA,Burundi
Kona Mocca®,95,Medium,46,62,19.82,USA,USA
Ethiopia Suke Quto Honey,94,Medium Light,58,82,5.28,USA,Ethiopia
Ethiopia Biftu Gundina Coop Espresso,94,Medium Dark,42,57,121.25,Taiwan,Ethiopia
Ethiopia Banko Gotiti Natural,94,Light,60,88,143.3,Taiwan,Ethiopia
Canoe Blend,94,Medium Light,56,82,4.12,USA,Indonesia
Guatemala Retiro Natural Process,94,Medium Light,57,70,4.63,USA,Guatemala
Kenya Gatugi AB,94,Medium Light,53,85,35.0,Taiwan,Kenya
Gedeb Ethiopia,95,Medium Light,58,82,5.51,USA,Ethiopia
Ethiopia Dry-Processed Guji Mt. Kayon,95,Medium Light,56,75,35.0,Taiwan,Ethiopia
Ethiopia Banko Gotiti,94,Light,65,93,4.99,USA,Ethiopia
Panama Auromar Estate Geisha Peaberry,95,Medium Light,53,81,22.49,USA,Panama
Panama Finca Hartmann Geisha Natural,95,Light,60,84,23.81,USA,Panama
Mini-Me Washed Kaffa Forest,95,Medium Dark,40,60,286.6,Taiwan,Ethiopia
Jade Espresso,94,Medium Light,56,72,4.12,USA,Unknown
Ulos Batak Sumatra,96,Medium Light,54,76,5.57,USA,Indonesia
Blue Label La Esmeralda Porton Pascua Gesha,95,Medium Light,53,85,26.46,USA,Panama
David Mburu Kenya,96,Light,58,84,6.0,USA,Kenya
El Peñon Nicaragua,94,Light,61,93,5.28,USA,Nicaragua
Kenya Chorongi Peaberry,95,Medium Light,50,76,5.88,USA,Kenya
Kenya Riakiberu AB,95,Medium Light,55,77,5.6,USA,Kenya
Yule Blend 2018,94,Medium Light,56,80,4.41,USA,Kenya
Kenya Thaitu,95,Medium Light,54,78,6.47,USA,Kenya
Ethiopia Banko Gotiti Natural G1,94,Light,58,86,263.64,Taiwan,Ethiopia
Panama Auromar Geisha Natural,96,Medium Light,56,80,16.17,USA,Panama
El Salvador Finca Kilimanjaro,95,Medium Light,56,80,7.35,USA,El Salvador
Panama Elida Green Tip Gesha Natural,94,Medium Light,53,77,32.63,USA,Panama
Gikanda Kenya,96,Medium Light,55,76,5.66,USA,Kenya
Panama Don Julian Pacamara,95,Medium Light,56,80,11.02,USA,Panama
100% Kona Bourbon Pointu Laurina,95,Medium Light,52,76,19.82,USA,USA
Kenya AB Muchoki,95,Medium Light,55,75,5.86,USA,Kenya
Geisha Panama Santamaria Natural,95,Medium Light,54,78,24.0,Australia,Panama
100% Kona SL-28,97,Medium Light,56,78,33.05,USA,USA
Kenya Kirinyaga Mukangu AB,95,Medium Light,54,76,143.3,Taiwan,Kenya
Ethiopia Washed Yirgacheffe Adado,95,Medium Light,56,78,121.25,Taiwan,Ethiopia
Ace Espresso,94,Medium Light,52,74,5.29,Canada,Ethiopia
Kenya Mutungati,94,Medium Light,54,80,6.17,Canada,Kenya
Ethiopia Gedeb Halo Beriti,94,Medium,48,70,4.85,USA,Ethiopia
Ethiopia Sidama,94,Medium,47,72,5.0,Canada,Ethiopia
Thiriku AA Kenya,95,Medium,47,65,7.2,USA,Kenya
Flora Blend Espresso,94,Medium Light,54,77,69.6,China,Unknown
“Sweety” Espresso Blend,95,Medium Light,50,73,110.13,China,Ethiopia
“Fruity” Espresso Blend,95,Medium Light,54,78,88.11,China,China
El Aquila Pacamara Espresso,94,Medium Light,54,75,5.26,USA,El Salvador
Guatemala Finca El Injerto Gesha,94,Medium Light,56,82,22.49,USA,Guatemala
Kenya Gatomboya AA,94,Medium Light,56,76,5.29,USA,Kenya
Flight Seasonal Espresso,95,Medium Light,56,80,4.85,USA,Kenya
A.G.E. Duetto Espresso,95,Medium Light,56,76,11.46,Taiwan,Ethiopia
Kenya Nyeri Hill Farm,94,Medium Light,55,79,5.29,USA,Kenya
Jinotega Geisha,94,Medium Light,53,78,5.57,USA,Nicaragua
Nicaragua Un Regalo de Dios Bourbon,94,Medium Light,56,81,4.99,USA,Nicaragua
Gedeb Lot 83 Ethiopia Natural,95,Medium Light,58,82,5.57,USA,Ethiopia
Halo Beriti Ethiopia,94,Medium Light,53,77,5.26,USA,Ethiopia
Ethiopia Konga Sede,94,Medium Light,60,78,4.85,USA,Ethiopia
Static Amaro Gayo Natural Ethiopia,95,Medium,45,61,5.0,USA,Ethiopia
Static Cali Classic Espresso,94,Medium Light,54,68,4.39,USA,Colombia
Shine Day El Salvador,94,Light,61,84,217.78,Taiwan,El Salvador
Kenya Kirinyaga Baragwi Guama AB,95,Medium Light,59,77,132.28,Taiwan,Kenya
Guatemala Finca El General Espresso,94,Medium Light,56,76,121.25,Taiwan,Guatemala
Ethiopia Guji Zone Natural,94,Light,60,82,6.5,South Korea,Ethiopia
Kenya Boma AA,94,Medium Light,53,76,4.7,USA,Kenya
Colombia Finca Campoalegre,94,Medium Light,55,77,3.81,USA,Colombia
Kenya Boma Peaberry,94,Medium Light,54,76,4.99,USA,Kenya
Panama Geisha,94,Medium Dark,34,52,8.82,USA,Panama
Esmeralda Special Auction Washed Geisha,94,Medium Light,54,78,22.05,USA,Panama
"Gesha Village 1931, Lot 86",95,Medium Light,54,78,33.07,USA,Ethiopia
Gesha Village Natural Oma Block Lot 72,95,Medium Light,56,77,705.48,Taiwan,Ethiopia
Gesha Village Lot 76 Nasha Block,95,Light,64,86,32.63,Taiwan,Ethiopia
Gesha Village Auction Lot 26 Gori Gesha Natural,95,Medium Light,54,74,30.0,Canada,Ethiopia
Carmen Geisha El Palomar Best of Panama #4 Carlos Aguilera,96,Medium Light,54,78,22.05,USA,Panama
Karuthi Espresso,95,Medium Light,53,77,5.57,USA,Kenya
Chelelektu Espresso,94,Medium Light,51,73,5.07,USA,Ethiopia
Karuthi Kenya,95,Medium Light,53,76,5.57,USA,Kenya
Finca El Obraje Colombia Gesha,95,Medium,46,64,17.61,USA,Colombia
Kenya AA Top Nyeri Tekangu Tegu Microlot,94,Medium Dark,41,49,9.5,South Korea,Kenya
Washed Ethiopia Yirgacheffe Banko Gotiti,95,Medium Light,58,82,242.5,Taiwan,Ethiopia
Sumatra Danau Toba,94,Medium Light,55,77,4.98,USA,Indonesia
Kapsakiso Kenya,94,Light,60,84,5.57,USA,Kenya
Ethiopia Washed Kayon Mountain,95,Medium Light,58,80,121.25,Taiwan,Ethiopia
Ninety Plus Gesha Estates Limited Batch #227,97,Light,67,97,60.41,USA,Panama
Tano Batak Sumatra,95,Medium Light,54,80,4.85,USA,Indonesia
Makwa Kenya AB,94,Light,62,84,4.12,USA,Kenya
Finca El Guamo Colombia,94,Medium Light,54,75,4.7,USA,Colombia
Kenya Ndaroini AA,94,Medium Light,54,76,5.88,USA,Kenya
El Salvador Finca Kilimanjaro Natural,94,Medium Light,54,78,10.29,USA,El Salvador
Kamagogo Kenya,96,Medium Light,53,76,6.14,USA,Kenya
Twisted 4.0 Espresso,94,Medium Light,53,75,4.63,USA,Unknown
El Salvador Finca Kilimanjaro Cascara Fermentation Aida Batlle,95,Medium,50,71,10.29,USA,El Salvador
Puna Natural,94,Medium Light,54,74,10.23,USA,USA
Colombia La Palma Y El Tucan Gesha,94,Light,62,84,58.24,USA,Colombia
Bourbon Peaberry,94,Medium Light,54,80,22.02,USA,USA
Sumatra Boru Batak,94,Medium Light,54,80,4.41,Canada,Indonesia
Gesha Village Estate Bench Maji Gesha G1,95,Medium Light,55,78,15.43,USA,Ethiopia
Bourbon-Barrel-Aged Kenya Baragu,94,Medium Light,55,76,8.82,USA,Kenya
Aged Sumatra Ulos Batak Peaberry,94,Medium Light,53,73,5.29,USA,Indonesia
Colombia La Palma and El Tucan Espresso,94,Medium Light,51,72,110.23,Taiwan,Colombia
Flight Seasonal Espresso,94,Medium Light,56,80,4.26,USA,Ethiopia
Kenya Kabare AA,96,Medium Light,56,77,4.26,USA,Kenya
"Gesha, Gesha Village 1931",94,Medium Light,56,77,38.8,USA,Ethiopia
Aricha Yirgacheffe Ethiopia,94,Medium Light,58,82,5.86,USA,Ethiopia
Guatemala Finca Cappuccino “Echo-Lot” Espresso,95,Medium Light,50,74,99.21,Taiwan,Guatemala
Ethiopia Guji Shakiso Danbi Uddo,94,Medium Light,56,76,5.29,USA,Ethiopia
Kenya AA Gura Auction Lot,94,Medium Light,56,76,4.5,USA,Kenya
100% Kona Bourbon Pointu Laurina,96,Medium Light,56,76,22.02,USA,USA
Yirgacheffe G1 Idido,95,Medium Light,56,76,335.1,Taiwan,Ethiopia
Yemen Port of Mokha Hayma Microlot,97,Medium,47,68,37.48,USA,Yemen
Edgar Motta Colombia Pink Bourbon,94,Medium Light,59,78,5.59,USA,Colombia
Papua New Guinea PB Kimel Estate,94,Medium Light,56,70,3.86,USA,Papua New Guinea
Panama La Esmeralda Noria Enero Geisha,95,Medium Light,57,83,33.51,USA,Panama
Rwanda Bufcafe,95,Medium Light,54,78,5.07,USA,Rwanda
Ethiopia Queen Sheba Natural Yirgacheffe Phoenix Special,94,Medium Light,54,76,330.7,Taiwan,Ethiopia
Ulos Batak Sumatra Peaberry,97,Medium Light,57,76,5.47,USA,Indonesia
Bernachon High-Level Espresso,94,Medium,50,64,22.03,Taiwan,Ethiopia
Mora Negra Geisha Hartmann Farm,95,Medium Light,56,78,12.79,USA,Panama
Gori Gesha Forest,95,Medium Light,54,74,15.43,USA,Ethiopia
Ethiopia Natural Hambela Buku,94,Medium Light,58,78,4.19,Taiwan,Ethiopia
Panama Camilina Natural Geisha,94,Medium Light,58,78,22.02,USA,Panama
Kenya Nyeri Thageini Peaberry,94,Medium Light,52,71,5.73,USA,Kenya
Hawaii Kilauea Volcano Nano-Lot,96,Medium Light,59,82,21.16,USA,USA
Ethiopia Charbanta Natural,95,Medium Light,60,80,5.29,USA,Ethiopia
Panama Don Julian Pacamara,95,Light,65,82,11.02,USA,Panama
Esmeralda Noria Natural,95,Medium Light,58,78,20.94,USA,Panama
Miami Winter Holiday Blend,94,Light,62,84,8.82,USA,Kenya
Duncan Estate Panamanian Gesha,94,Light,66,82,14.11,USA,Panama
The Jungle,94,Medium Dark,43,52,220.46,Taiwan,Mexico
Ethiopia Yirgacheffe,94,Light,63,84,6.8,USA,Ethiopia
Ethiopia Washed Yirgacheffe “Paradise” Espresso,95,Medium,47,70,308.65,Taiwan,Ethiopia
Kenya Lenana,94,Medium,52,64,4.78,USA,Kenya
“Mini-Me” Washed Yirgacheffe,95,Medium Light,52,74,286.6,Taiwan,Ethiopia
Kenya Guama Peaberry,97,Medium Light,56,78,7.05,USA,Kenya
Sumatra Tano Batak,95,Medium Light,55,77,6.17,USA,Indonesia
Los Congos Pacamara Natural,94,Medium Light,60,76,5.88,USA,Nicaragua
Kibugu Kenya,94,Medium Light,60,78,5.28,USA,Kenya
Granja La Esperanza Colombia,94,Medium Light,56,78,7.05,USA,Colombia
Mokka,95,Medium Light,54,76,17.61,USA,USA
Kenya Gathugu,95,Medium Light,60,80,5.28,USA,Kenya
Pacamara Finca Los Planes El Salvador,94,Medium Light,55,78,5.73,USA,El Salvador
Kenya Karindundu,95,Medium Light,56,78,5.29,USA,Kenya
Panama Finca Las Brujas Geisha Natural,96,Medium Light,57,80,22.05,USA,Panama
P.r.o. Coffee Ethiopia Yirgacheffe,95,Medium Light,56,78,52.86,China,Ethiopia
Gichichi Peaberry Kenya,94,Medium Light,57,77,4.7,USA,Kenya
Blade Runner Blend,95,Medium Light,56,82,6.4,Australia,Brazil
Laura’s Reserve SL-28,96,Medium Light,56,82,19.82,USA,USA
