coffee_name;total_score;roaster_location;coffee_origin;roast_level;est._price;agtron_ground;agtron_roast;price_per_100g;price_per_ounce;origin_country;clean_location;Country
Mojave Vault Series Geisha Natural;94.0;Henderson, Nevada;Volcan, Panama;Light;$49.95/8 ounces;64.0;84.0;22,02;49.95;Panama;Henderson, Nevada;USA
Kabiufa Papua New Guinea;94.0;Madison, Wisconsin;Kabiufa, Eastern Highlands, Papua New Guinea;Light;$16.00/12 ounces;60.0;82.0;4,7;16.0;Guinea;Madison, Wisconsin;USA
Ethiopia Buku Abela;94.0;New Taipei City, Taiwan;Guji Zone, Oromia Region, Hambela Woreda, Ethiopia;Medium Light;NT $350/227 grams;60.0;78.0;154,19;12.345679012345679;Ethiopia;New Taipei, Taiwan;Taiwan
Colombia Finca Santa Maria;95.0;Manlius, New York;Aratoca, Santander Department, Colombia;Medium Light;$18.00/12 ounces;58.0;78.0;5,29;18.0;Colombia;Manlius, New York;USA
Yemen Mocha Haimi;94.0;Henderson, Nevada;Sana’a growing region, Yemen;Light;$35.00/8 ounces;63.0;83.0;15,43;35.0;Yemen;Henderson, Nevada;USA
Costa Rica Hacienda Tobosi Villalobos Anaerobic Natural;94.0;Yilan, Taiwan;El Guarco, Cartago Province, Costa Rica;Light;NT $600/200 grams;62.0;80.0;300;21.164021164021165;Rica;Yilan, Taiwan;Taiwan
Colombia Wush Wush;94.0;Manlius, New York;Santander Department, Colombia;Medium;$27.00/12 ounces;56.0;64.0;7,94;27.0;Colombia;Manlius, New York;USA
Brazil Gauriroba Natural;94.0;Osaka, Japan;Minas Gerais State, southeastern Brazil;Light;¥2980/100 grams;82.0;104.0;2980;;Brazil;Osaka, Japan;Japan
Rwanda “Silverback Returns”;94.0;Taoyuan, Taiwan;Rutsiro District, western Rwanda;Medium Dark;NT $800/8 ounces;42.0;58.0;352,73;800.0;Rwanda;Taoyuan, Taiwan;Taiwan
Brazil Ipanema Golden Edition C26 Lychee;94.0;Yilan, Taiwan;Ipanema, Brazil;;NT $200/160-ml bottle;0.0;0.0;125;;Brazil;Yilan, Taiwan;Taiwan
Ethiopia Mormora Cold Brew;94.0;Spokane, Washington;Guji Zone, Oromia Region, Ethiopia;;$5.50/12-ounce bottle;0.0;0.0;1,62;;Ethiopia;Spokane, Washington;USA
Gigesa Natural;95.0;Madison, Wisconsin;Guji Zone, Oromia Region, Southern Ethiopia;Medium Light;$18.00/12 ounces;58.0;78.0;5,29;18.0;Ethiopia;Madison, Wisconsin;USA
El Jocote Natural;95.0;Madison, Wisconsin;Rosario de Desamparados, Tarrazú, Costa Rica;Medium Light;$16.00/8 ounces;60.0;78.0;7,05;16.0;Rica;Madison, Wisconsin;USA
Panama Finca Santa Teresa Summer Gesha;94.0;Chicago, Illinois;Finca Santa Teresa, Volcan, Panama;Medium Light;$87.00/12 ounces;60.0;78.0;25,57;87.0;Panama;Chicago, Illinois;USA
Baby Dragons;94.0;San Diego, California;Caicedonia, Valle de Cauca Department, Colombia;Medium Light;$28.00/12 ounces;60.0;77.0;8,23;28.0;Colombia;San Diego, California;USA
Kona Maragogype Peaberry Natural;95.0;Pahala, Hawaii;Kona growing region, Big Island of Hawai’i;Medium Light;$25.00/4 ounces;58.0;80.0;22,05;25.0;;Pahala, Hawaii;USA
Ecuador San José de Minas Double-Anaerobic;94.0;Johns Creek, Georgia;Pichincha Province, Ecuador;Light;$45.00/12 ounces;62.0;80.0;13,23;45.0;Ecuador;Johns Creek, Georgia;USA
Nyeri Hill Kenya;95.0;Madison, Wisconsin;Nyeri growing region, Kenya;Medium Light;$20.50/12 ounces;58.0;80.0;6,03;45797;Kenya;Madison, Wisconsin;USA
La Perla Chiquita Ecuador;95.0;Madison, Wisconsin;Pichincha Province, Ecuador;Medium Light;$21.00/12 ounces;56.0;76.0;6,17;21.0;Ecuador;Madison, Wisconsin;USA
Pantan Musara Sumatra;94.0;Madison, Wisconsin;Aceh Province, Sumatra, Indonesia;Medium Light;$17.90/12 ounces;56.0;74.0;5,26;45917;Indonesia;Madison, Wisconsin;USA
Las Flores Colombia;94.0;Madison, Wisconsin;San Isidro, Acevedo, Huila, Colombia;Medium Light;$20.00/12 ounces;58.0;78.0;5,88;20.0;Colombia;Madison, Wisconsin;USA
Nicaragua Yellow Pacamara Natural;94.0;Minneapolis, Minnesota;Matagalpa, Nicaragua;Light;$29.95/4 ounces;62.0;80.0;26,41;29.95;Nicaragua;Minneapolis, Minnesota;USA
Ethiopia West Arsi Nensebo Natural G1;95.0;Taichung City, Taiwan;Guji Zone, southern Ethiopia;Medium Light;$24.00/12 ounces;52.0;70.0;7,05;24.0;Ethiopia;Taichung, Taiwan;Taiwan
Ethiopia Sidama Bona Sweet Natural;94.0;Taichung City, Taiwan;Sidamo Zone, Oromia Region, Ethiopia;Light;$20.00/12 ounces;62.0;80.0;5,88;20.0;Ethiopia;Taichung, Taiwan;Taiwan
Congo Square;94.0;Houston, Texas;South Kivu growing region, Democratic Republic of the Congo;Medium Light;$20.00/12 ounces;56.0;74.0;5,88;20.0;Congo;Houston, Texas;USA
Rwanda Rulindo Tumba;94.0;Hamilton, Montana;Northern Province, Rwanda;Medium Light;$17.00/12 ounces;60.0;78.0;5;17.0;Rwanda;Hamilton, Montana;USA
Tanzania Sambewe;94.0;Lexington, Virginia;Songwe Region, Mbozi District, Tanzania;Medium Light;$16.95/12 ounces;58.0;78.0;4,98;16.95;Tanzania;Lexington, Virginia;USA
Rwanda Kinini Village Natural;94.0;Topeka, Kansas;Northern Province, Rwanda;Medium Light;$21.50/12 ounces;58.0;78.0;6,32;45798;Rwanda;Topeka, Kansas;USA
Tanzania Peaberry;94.0;Suwanee, Georgia;Ngorongoro Crater region, northern Tanzania;Medium Light;$17.99/16 ounces;53.0;71.0;3,97;17.99;Tanzania;Suwanee, Georgia;USA
Tanzania Ngila Estate SL28;95.0;Minneapolis, Minnesota;Ngorogoro, Tanzania;Light;$24.95/12 ounces;60.0;84.0;7,33;24.95;Tanzania;Minneapolis, Minnesota;USA
Ethiopia Washed Sidama Nafasha 74158 21/01;96.0;Chia-Yi, Taiwan;Sidama Zone, Oromia Region, Ethiopia;Medium Light;NT $290/8 ounces;60.0;78.0;127,87;290.0;Ethiopia;Chia-Yi, Taiwan;Taiwan
Ethiopia Tibe Haro Uraga;95.0;Floyd, Virginia;Uraga District, Guji Zone, Ethiopia;Medium Light;$20.49/12 ounces;58.0;78.0;6,02;20.49;Ethiopia;Floyd, Virginia;USA
Taiwan Natural Alishan TFU’YA Kakalove Lot;95.0;Chia-Yi, Taiwan;Alishan, Chia-Yi, Taiwan;Medium Light;NT $700/4 ounces;58.0;78.0;617,28;700.0;Taiwan;Chia-Yi, Taiwan;Taiwan
Ethiopia Natural Guji Blue Donkey 21/01;95.0;Chia-Yi, Taiwan;Guji Zone, Oromia Region, Ethiopia;Light;NT $325/8 ounces;60.0;82.0;143,3;325.0;Ethiopia;Chia-Yi, Taiwan;Taiwan
Kenya Nyeri Gachatha Washed AB;94.0;Chia-Yi, Taiwan;Nyeri growing region, south-central Kenya;Medium Light;NT $325/8 ounces;58.0;76.0;143,3;325.0;Kenya;Chia-Yi, Taiwan;Taiwan
Ethiopia Yirgacheffe G1 Mulugeta Tsige;95.0;Yilan, Taiwan;Yirgacheffe growing region, south-central Ethiopia;Medium Light;NT $500/200 grams;60.0;78.0;250;17.636684303350968;Ethiopia;Yilan, Taiwan;Taiwan
Kenya AA Top Gathambi Station;94.0;Yilan, Taiwan;Kirinyaga, Kenya;Medium Light;NT $550/200 grams;58.0;76.0;275;19.400352733686066;Kenya;Yilan, Taiwan;Taiwan
Ethiopia Guji Gerba Station G1 Natural Espresso;94.0;Yilan, Taiwan;Gerbicho Rogicha, Bule Hora District, Guji Zone, Oromia Region, Ethiopia;Medium Light;NT $450/200 grams;56.0;76.0;225;15.873015873015872;Ethiopia;Yilan, Taiwan;Taiwan
Ethiopia Keramo Village;94.0;Redding, California;Sidamo growing region, south-central Ethiopia;Medium Light;$30.00/300 grams;60.0;77.0;10;1.0582010582010581;Ethiopia;Redding, California;USA
Ethiopia Uraga Washed G1;94.0;Bozeman, Montana;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;$17.95/12 ounces;58.0;78.0;5,28;17.95;Ethiopia;Bozeman, Montana;USA
Kenya Karindudu AA;95.0;Chicago, Illinois;Nyeri growing region, south-central Kenya;Medium Light;$22.00/12 ounces;56.0;76.0;6,47;22.0;Kenya;Chicago, Illinois;USA
Colombia Cardona Natural;94.0;San Diego, California;Santa Barbara, Antioquia Department, Colombia;Light;$25.00/12 ounces;62.0;80.0;7,35;25.0;Colombia;San Diego, California;USA
Ethiopia Guji Anaerobic;94.0;Chicago, Illinois;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;$25.00/12 ounces;57.0;73.0;7,35;25.0;Ethiopia;Chicago, Illinois;USA
Maypop;94.0;Bogota, Colombia;Risaralda, Colombia;Medium Light;$24.99/12 ounces;56.0;72.0;7,35;24.99;Colombia;Bogota, Colombia;Colombia
La Soledad Colombia;94.0;Madison, Wisconsin;Urrao, Antioquia Department, Colombia;Medium Light;$18.00/8 ounces;58.0;80.0;7,94;18.0;Colombia;Madison, Wisconsin;USA
Colombia Huila Acevedo El Paraiso;94.0;Chicago, Illinois;Huila Department, Colombia;Medium Light;$25.00/12 ounces;57.0;77.0;7,35;25.0;Colombia;Chicago, Illinois;USA
Love of Desolate;96.0;Nantou, Taiwan;Los Angeles, Sabanilla de Alajuela, Costa Rica;Medium Light;NT $500/227 grams;58.0;80.0;220,26;17.636684303350968;Rica;Nantou, Taiwan;Taiwan
Blend No.7 Berrichee;95.0;Taipei, Taiwan;"Ethiopia; Colombia; Panama; Mexico";Medium Light;NT $420/200 grams;54.0;74.0;210;14.814814814814815;Mexico;Taipei, Taiwan;Taiwan
Ethiopia Niguse Gemeda Mude Natural;94.0;Nantou, Taiwan;Hayisa Village, Bure Woreda, Sidama Zone, Ethiopia;Medium Light;NT $900/227 grams;60.0;78.0;396,48;31.746031746031743;Ethiopia;Nantou, Taiwan;Taiwan
La Estrella Carbonic Geisha Reserve;95.0;Denver, Colorado;Tolima Department, Colombia;Medium Light;$30.00/150-gram tin;59.0;77.0;20;;Colombia;Denver, Colorado;USA
Ethiopia Guji Wush Wush Anaerobic Natural;95.0;Taipei, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;NT $560/227 grams;57.0;77.0;246,7;19.753086419753085;Ethiopia;Taipei, Taiwan;Taiwan
Ethiopia Guji Wush Wush;95.0;Minneapolis, Minnesota;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;$24.95/12 ounces;58.0;77.0;7,33;24.95;Ethiopia;Minneapolis, Minnesota;USA
Tres Dragones Colombia;94.0;San Diego, California;Caicedonia, Valle de Cauca Department, Colombia;Medium Light;$25.00/12 ounces;60.0;78.0;7,35;25.0;Colombia;San Diego, California;USA
Panama Elida Estate Catuaí Natural ASD;94.0;Branford, Connecticut;Boquete growing region, western Panama;Medium Light;$32.99/16 ounces;58.0;76.0;7,27;32.99;Panama;Branford, Connecticut;USA
Ethiopia Yirgacheffe Israel Degfa Natural Gr.1;94.0;Kaohsiung City, Taiwan;Yirgachefffe growing region, southern Ethiopia;Medium Light;NT $450/227 grams;56.0;76.0;198,24;15.873015873015872;Ethiopia;Kaohsiung, Taiwan;Taiwan
Panama Elida Estate Washed;96.0;Jersey City, New Jersey;Boquete growing region, western Panama;Medium Light;$60.00/150 grams;59.0;77.0;40;2.1164021164021163;Panama;Jersey, New Jersey;USA
Bourbon Barrel Aged Ethiopia Cold Brew;94.0;Glendale, California;Yirgacheffe growing region, southern Ethiopia;;$11.00/375 ml. flask;0.0;0.0;;;Ethiopia;Glendale, California;USA
Kona Maragogype Natural;94.0;Minneapolis, Minnesota;Kainaliu, Kona, Big Island of Hawai’i;Medium Light;$29.95/4 ounces;58.0;82.0;26,41;29.95;;Minneapolis, Minnesota;USA
Kenya Washed Nakuru Gachombe Factory AB;95.0;Chia-Yi, Taiwan;Nakuru County, Kenya;Medium Light;NT $210/8 ounces;56.0;78.0;92,59;210.0;Kenya;Chia-Yi, Taiwan;Taiwan
Ethiopia Natural Guji Hambella Wate Peaberry;95.0;Chia-Yi, Taiwan;Guji Zone, Oromia Region, Ethiopia;Light;NT $375/8 ounces;62.0;84.0;165,34;375.0;Ethiopia;Chia-Yi, Taiwan;Taiwan
Ethiopia Guji Shakiso Dambi Udo Natural Anaerobic;94.0;Taipei, Taiwan;Guji Zone, southern Ethiopia;Medium Light;NT $360/225 grams;59.0;77.0;160;12.698412698412698;Ethiopia;Taipei, Taiwan;Taiwan
Ethiopia Natural Guji;94.0;Chia-Yi, Taiwan;Guji Zone, Oromia region, southern Ethiopia;Medium Light;NT $210/8 ounces;56.0;76.0;92,59;210.0;Ethiopia;Chia-Yi, Taiwan;Taiwan
Costa Rica Yellow Honey Kinka Bear Lot 20-02;94.0;Chia-Yi, Taiwan;Costa Rica;Medium Light;NT $250/8 ounces;52.0;70.0;110,23;250.0;Rica;Chia-Yi, Taiwan;Taiwan
Ethiopia Guji Shakiso Dambi Udo Honey;94.0;Taipei, Taiwan;Guji Zone, southern Ethiopia;Light;NT $350/225 grams;62.0;80.0;155,56;12.345679012345679;Ethiopia;Taipei, Taiwan;Taiwan
Kenya Washed Nyeri Gichathaini Factory AB;94.0;Chia-Yi, Taiwan;yeri growing region, south-central Kenya;Medium Light;NT $390/8 ounces;60.0;78.0;171,96;390.0;Kenya;Chia-Yi, Taiwan;Taiwan
Colombia Pink Bourbon Honey;95.0;San Diego, California;Huila Department, Colombia;Medium Light;$29.00/12 ounces;60.0;80.0;8,52;29.0;Colombia;San Diego, California;USA
Karatina Kenya;95.0;Madison, Wisconsin;Nyeri growing region, south-central Kenya;Medium Light;$22.00/12 ounces;60.0;78.0;6,47;22.0;Kenya;Madison, Wisconsin;USA
Cerro Azul Geisha;95.0;Madison, Wisconsin;Trujillo, Valle del Cauca Department, Colombia;Light;$28.00/8 ounces;62.0;80.0;12,35;28.0;Colombia;Madison, Wisconsin;USA
Kona SL34 Sweet Spot;94.0;Holualoa, Hawaii;Kona growing region, Big Island of Hawai’i;Medium Light;$49.95/7 ounces;58.0;80.0;25,17;49.95;;Holualoa, Hawaii;USA
Haraaz Red;95.0;Madison, Wisconsin;Haraaz growing region, Yemen;Medium Light;$17.50/8 ounces;58.0;82.0;7,72;45794;Yemen;Madison, Wisconsin;USA
Kona Mocca®;96.0;Holualoa, Hawai’i;Holualoa, North Kona growing district, “Big Island” of Hawai’i;Medium Light;$87.50/8 ounces;56.0;74.0;38,58;87.5;;Holualoa, Hawaii;USA
Panama Elida Green-Tip Geisha La Torre ASD;95.0;Branford, Connecticut;Boquete growing region, western Panama;Light;$120.00/16 ounces;62.0;84.0;26,46;120.0;Panama;Branford, Connecticut;USA
Kona Peaberry;94.0;Mountain View, Hawai’i;Kona growing region, Big Island of Hawai’i;Medium Light;$35.00/10 ounces;56.0;76.0;12,35;35.0;;Mountain View, Hawaii;USA
Panama Finca Los Lajones Natural;94.0;San Diego, California;Boquete growing region, Panama;Light;$29.00/12 ounces;60.0;82.0;8,52;29.0;Panama;San Diego, California;USA
SL28;94.0;Captain Cook, Hawai’i;North Kona growing district, “Big Island” of Hawai’i;Medium Light;$33.00/8 ounces;56.0;76.0;14,55;33.0;;Captain Cook, Hawaii;USA
Bourbon Pointu Natural;94.0;Holualoa, Hawai’i;Kona growing region, Big Island of Hawai’i;Medium Light;$50.00/7 ounces;58.0;76.0;25,2;50.0;;Holualoa, Hawaii;USA
Ethiopia Guji Hambela Buku Abel Slow Dry Natural 2400m;94.0;Douliou City, Taiwan;Guji Zone, Oromia Region, Southern Ethiopia;Light;NT $400/220 grams;64.0;82.0;181,82;14.109347442680775;Ethiopia;Douliou, Taiwan;Taiwan
Yemen Al Mashtal Al Burhani;94.0;Minneapolis, Minnesota;Haraaz growing region, Yemen;Medium Light;$24.95/4 ounces;58.0;78.0;22;24.95;Yemen;Minneapolis, Minnesota;USA
Flight Seasonal Espresso;95.0;Floyd, Virginia;"Ethiopia; Dominican Republic";Medium Light;$18.99/12 ounces;58.0;74.0;5,58;18.99;Republic;Floyd, Virginia;USA
Panama Boquete Flor De Mariposa Geisha Espresso;96.0;Chia-Yi, Taiwan;Boquete growing region, western Panama;Medium Light;NT $500/8 ounces;54.0;76.0;220,46;500.0;Panama;Chia-Yi, Taiwan;Taiwan
Guji Ethiopia Washed;94.0;Johns Creek, Georgia;Guji Zone, Oromia Region, southern Ethiopia;Light;$17.99/12 ounces;62.0;84.0;5,29;17.99;Ethiopia;Johns Creek, Georgia;USA
Colombia Monteblanco Geisha;94.0;Harrisonburg, Virginia;Huila Department, Colombia;Light;$9.99/4 ounces;64.0;82.0;8,81;36404;Colombia;Harrisonburg, Virginia;USA
Ethiopia Gedeo Kochere Reko Natural;94.0;Chia-Yi, Taiwan;Yirgacheffe growing region, southern Ethiopia;Light;$16.00/230 grams;64.0;84.0;6,96;0.564373897707231;Ethiopia;Chia-Yi, Taiwan;Taiwan
Costa Rica Aris Red Honey Lot 2002 Espresso;94.0;Chia-Yi, Taiwan;Central Valley, Costa Rica;Medium Light;NT $270/8 ounces;52.0;70.0;119,05;270.0;Rica;Chia-Yi, Taiwan;Taiwan
Twisted V.6 Espresso;94.0;Madison, Wisconsin;"South America; Central America; Africa";Medium Light;$15.75/12 ounces;54.0;74.0;4,63;15.75;Africa;Madison, Wisconsin;USA
Aged Sumatra Ulos Batak 2015;94.0;Minneapolis, Minnesota;Lintong growing region, Sumatra, Indonesia;Medium;$18.95/12 ounces;45.0;63.0;5,57;18.95;Indonesia;Minneapolis, Minnesota;USA
Kona Uluwehi SL34;94.0;Minneapolis, Minnesota;Holualoa, Kona, Big Island of Hawai’i;Medium Light;$29.95/4 ounces;60.0;80.0;26,41;29.95;;Minneapolis, Minnesota;USA
Colombia Pink Bourbon Finca El Chaparote;94.0;Minneapolis, Minnesota;Huila Department, Colombia;Light;$14.95/6 ounces;64.0;82.0;8,79;14.95;Colombia;Minneapolis, Minnesota;USA
Ethiopia Neja Fadil;94.0;San Diego, California;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;$20.00/12 ounces;58.0;78.0;5,88;20.0;Ethiopia;San Diego, California;USA
Peru Buena Vista Valerio Almanza Ccahua;94.0;Manlius, New York;Cusco, Peru;Medium Light;$27.00/8 ounces;60.0;78.0;11,9;27.0;Peru;Manlius, New York;USA
Panama Finca Santa Teresa Lot 9;94.0;Reno, Nevada;Volcan growing region, western Panama;Medium Light;$20.00/12 ounces;60.0;78.0;5,88;20.0;Panama;Reno, Nevada;USA
Guatemala Cobán Chicoj Cooperative Red Honey Fair Trade;94.0;Yilan, Taiwan;Cobán growing region, central Guatemala;Medium Light;NT $320/200 grams;58.0;78.0;160;11.28747795414462;Guatemala;Yilan, Taiwan;Taiwan
Ethiopia Halo Hartume Daniel Mijane;94.0;Reno, Nevada;Yirgacheffe growing region, southern Ethiopia;Medium Light;$19.00/12 ounces;58.0;78.0;5,59;19.0;Ethiopia;Reno, Nevada;USA
Colombia Cauca El Paraiso;96.0;Osaka, Japan;Cauca, Colombia;Light;¥ 1,580/100 grams;85.0;105.0;1;;Colombia;Osaka, Japan;Japan
Taiwan Songyue Geisha;94.0;Osaka, Japan;Yunlin, Taiwan;Light;¥ 2,640/50 grams;79.0;92.0;4;;Taiwan;Osaka, Japan;Japan
Kenya Nyeri;94.0;Taipei, Taiwan;Nyeri growing region, south-central Kenya;Medium Light;NT $650/225 grams;60.0;78.0;288,89;22.92768959435626;Kenya;Taipei, Taiwan;Taiwan
Kenya Kirinyaga Baragwi Karumandi AA;94.0;Durango, Colorado;South-central Kenya;Medium Light;$16.95/12 ounces;54.0;74.0;4,98;16.95;Kenya;Durango, Colorado;USA
Harimau Tiger Sumatra;94.0;Madison, Wisconsin;Aceh Province, Sumatra, Indonesia;Medium Light;$17.00/12 ounces;54.0;74.0;5;17.0;Indonesia;Madison, Wisconsin;USA
Ethiopia Sidamo Washed;95.0;Taipei, Taiwan;Sidama (also Sidamo) growing region, southern Ethiopia;Medium Light;NT $372/227 grams;58.0;78.0;163,88;13.121693121693122;Ethiopia;Taipei, Taiwan;Taiwan
Ethiopia Guji Uraga Washed;95.0;Taipei, Taiwan;Guji Zone, southern Ethiopia;Medium Light;NT $252/227 grams;60.0;78.0;111,01;8.88888888888889;Ethiopia;Taipei, Taiwan;Taiwan
Indonesia Golden Sumatra TP Espresso;96.0;Yilan, Taiwan;Aceh Province, Sumatra, Indonesia;Medium;NT $450/200 grams;44.0;62.0;225;15.873015873015872;Indonesia;Yilan, Taiwan;Taiwan
Kenya Gachatha;95.0;Sacramento, California;South-central Kenya;Medium Light;$22.50/12 ounces;54.0;72.0;6,61;45799;Kenya;Sacramento, California;USA
Ethiopia Suke Quto Single-Origin Espresso;94.0;Sacramento, California;Guji Zone, Oromia Region, south-central Ethiopia;Medium Light;$19.00/12 ounces;52.0;72.0;5,59;19.0;Ethiopia;Sacramento, California;USA
Ethiopia Gera Limu;94.0;Sacramento, California;Oromia growing region, southern Ethiopia;Medium Light;$19.00/12 ounces;58.0;80.0;5,59;19.0;Ethiopia;Sacramento, California;USA
Panama Pacamara Natural;94.0;Lloydminster, Saskatchewan, Canada;Volcan growing region, western Panama;Medium Light;CAD $50/200 grams;52.0;70.0;25;;Panama;Lloydminster, Canada;Canada
Ka’u Pink Honey;94.0;Minneapolis, Minnesota;Ka'u District, Big Island of Hawai’i;Light;$24.95/4 ounces;64.0;84.0;22;24.95;;Minneapolis, Minnesota;USA
Kona Maragogype Pink Honey;94.0;Minneapolis, Minnesota;Kainaliu, Kona District, Big Island of Hawai’i;Light;$29.95/4 ounces;64.0;86.0;26,41;29.95;;Minneapolis, Minnesota;USA
RD1 Espresso Blend;95.0;Hsinchu, Taiwan;"Guatemala; Ethiopia; Brazil; Indonesia";Medium Light;NT $300/8 ounces;54.0;72.0;132,28;300.0;Indonesia;Hsinchu, Taiwan;Taiwan
Bull Espresso Blend;95.0;New Taipei City, Taiwan;"Guatemala; Brazil; Kenya";Medium Light;NT $450/454 grams;56.0;76.0;99,12;15.873015873015872;Kenya;New Taipei, Taiwan;Taiwan
Ethiopia Yirgacheffe Gotiti Natural;95.0;Hsinchu, Taiwan;Yirgacheffe growing region, southern Ethiopia;Medium Light;NT $380/8 ounces;58.0;80.0;167,55;380.0;Ethiopia;Hsinchu, Taiwan;Taiwan
Ethiopia Demeka Becha;95.0;Floyd, Virginia;Sidama growing region, southern Ethiopia;Light;$21.99/12 ounces;64.0;82.0;6,46;21.99;Ethiopia;Floyd, Virginia;USA
Trust the Process — Full Natural;96.0;Floyd, Virginia;Los Naranjos, La Argentina, Huila Department, Colombia;Light;$18.99/8 ounces;64.0;84.0;8,37;18.99;Colombia;Floyd, Virginia;USA
Colombia Finca El Caucho Pink Bourbon;95.0;Minneapolis, Minnesota;Huila, Colombia;Light;$16.95/6 ounces;62.0;80.0;9,96;16.95;Colombia;Minneapolis, Minnesota;USA
Colombia Antioquia Natural Carbonic Maceration Caturra;95.0;Chia-Yi, Taiwan;Antioquia Department, Colombia;Medium Light;NT $310/8 ounces;60.0;80.0;136,68;310.0;Colombia;Chia-Yi, Taiwan;Taiwan
Colombia La Gallera Estate;94.0;Chia-Yi, Taiwan;Tolima Department, Colombia;Light;NT $620/8 ounces;64.0;84.0;273,37;620.0;Colombia;Chia-Yi, Taiwan;Taiwan
Colombia Diofanor Ruiz;94.0;Hong Kong, China;Quindío Department, Colombia;Medium Light;$25.00/6 ounces;58.0;76.0;14,7;25.0;Colombia;Hong Kong, China;China
Colombia Java El Edén Limited Edition;94.0;Columbus, Ohio;Tolima, Colombia;Medium Light;$30.00/12 ounces;58.0;80.0;8,82;30.0;Colombia;Columbus, Ohio;USA
Finca La Maria Geisha Natural;94.0;Taipei City, Taiwan;Cundinamarca, Colombia;Light;NT $1300/4 ounces;62.0;80.0;1146,38;1300.0;Colombia;Taipei, Taiwan;Taiwan
Angamaza;94.0;Madison, Wisconsin;Conganama, Loja Province, Ecuador;Medium Light;$20.00/12 ounces;60.0;78.0;5,88;20.0;Ecuador;Madison, Wisconsin;USA
Ethiopia Rhapsody Espresso;95.0;Taipei, Taiwan;Yirgacheffe growing region, southern Ethiopia;Medium Light;NT $599/227 grams;52.0;70.0;263,88;21.128747795414462;Ethiopia;Taipei, Taiwan;Taiwan
Kona Geisha Champagne Natural;95.0;Minneapolis, Minnesota;Kealakekua, Kona, Big Island of Hawaii;Light;$74.95/4 ounces;64.0;84.0;66,09;74.95;Hawaii;Minneapolis, Minnesota;USA
Dafis Abafita Natural Ethiopia;95.0;Topeka, Kansas;Oromia Region, Jimma Zone, Ethiopia;Light;$21.50/12 ounces;64.0;84.0;6,32;45798;Ethiopia;Topeka, Kansas;USA
Berg Wu Championship Sidamo Washed G1 Lot 20-02;95.0;Chia-Yi, Taiwan;Sidama (also Sidamo) growing region, southern Ethiopia;Light;NT $340/8 ounces;64.0;84.0;149,91;340.0;Ethiopia;Chia-Yi, Taiwan;Taiwan
Ka’u Yellow Bourbon;94.0;Mountain View, Hawaii;Ka’u growing region, Big Island of Hawai'i;Medium Light;$33.00/10 ounces;60.0;78.0;11,64;33.0;;Mountain View, Hawaii;USA
Ethiopia Natural Hambela Wate;95.0;Chia-Yi, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;NT $310/8 ounces;58.0;76.0;136,68;310.0;Ethiopia;Chia-Yi, Taiwan;Taiwan
Kinini Village Rwanda;94.0;Topeka, Kansas;Northern Province, Rulindo District, Rwanda;Medium Light;$20.00/12 ounces;58.0;76.0;5,88;20.0;Rwanda;Topeka, Kansas;USA
Ethiopia Natural Guji Uraga G1 Lot 20-05;94.0;Chia-Yi, Taiwan;Guji Zone, Oromia Region, southern Ethiopia;Medium Light;NT $375/8 ounces;58.0;78.0;165,34;375.0;Ethiopia;Chia-Yi, Taiwan;Taiwan
Kenya Nyeri Muchoki Estate AA;94.0;Chia-Yi, Taiwan;Nyeri growing region, south-central Kenya;Light;NT $350/8 ounces;62.0;80.0;154,32;350.0;Kenya;Chia-Yi, Taiwan;Taiwan
Fruity Espresso Blend;95.0;Hong Kong, China;"Panama; Ethiopia; Kenya";Medium Light;HKD $118/200 grams;56.0;74.0;59;;Kenya;Hong Kong, China;China
Ethiopia Yirgacheffe Cleopatra Natural;94.0;Taipei, Taiwan;Yirgacheffe growing region, southern Ethiopia;Medium Light;NT $600/200 grams;56.0;76.0;300;21.164021164021165;Ethiopia;Taipei, Taiwan;Taiwan
Ethiopia Yirgacheffe Dumerso G1 Natural;94.0;Bozeman, Montana;Yirgacheffe growing region, southern Ethiopia;Medium Light;$18.95/12 ounces;57.0;73.0;5,57;18.95;Ethiopia;Bozeman, Montana;USA
Guatemala Santa Felisa Solar Eclipse Gesha Natural;94.0;Taipei, Taiwan;Acatenango growing region, Guatemala;Light;NT $620/4 ounces;64.0;80.0;546,74;620.0;Guatemala;Taipei, Taiwan;Taiwan
Coral;94.0;Llayla District, Satipo Province, Peru;Llayla District, Satipo Province, Peru;Medium Light;$10.00/250 grams;58.0;78.0;4;0.3527336860670194;Peru;Llayla, Peru;Peru
Ethiopia Guji Goro Muda Washed G1;95.0;Kaohsiung City, Taiwan;Guji Zone, southern Ethiopia;Light;NT $450/8 ounces;64.0;82.0;198,41;450.0;Ethiopia;Kaohsiung, Taiwan;Taiwan
Ethiopian Guji Ana Sora Alcoholic Natural G1;94.0;Kaohsiung City, Taiwan;Guji Zone, southern Ethiopia;Medium Light;NT $300/8 ounces;60.0;80.0;132,28;300.0;Ethiopia;Kaohsiung, Taiwan;Taiwan
